,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
35,Residential,Manufactured Home,,2382 HODE ROAD,3164.595,21159950100,POINT (5885197.894911152 3856161.688689874)
36,Residential,Single Family Dwelling,,74 OLD MIDDLE FORK,3774.434,21159950202,POINT (5847636.139915931 3854820.3722088602)
37,Unclassified,Unclassified,,6873 HODE ROAD,1186.735,21159950100,POINT (5870088.550268726 3871204.125994947)
38,Residential,Single Family Dwelling,,978 TUG RIVER ROAD,593.3651,21159950100,POINT (5865784.559163912 3871051.7261530957)
39,Residential,Single Family Dwelling,,4816 TURKEY CREEK,2356.972,21159950100,POINT (5861373.852516988 3870879.95435792)
40,Unclassified,Unclassified,,6873 HODE ROAD,725.2129,21159950100,POINT (5870145.810260592 3871194.518092363)
41,Residential,Single Family Dwelling,,344 TURKEY CRUM BRANCH,1071.341,21159950100,POINT (5863241.628988553 3870944.8478837963)
42,Residential,Manufactured Home,,282 MUDFORD ROAD,3461.272,21159950202,POINT (5844989.072291776 3870289.259877235)
43,Residential,Manufactured Home,,148 MCKINNEY ROAD,988.9346,21159950202,POINT (5845486.039521314 3870311.6154568177)
44,Residential,Single Family Dwelling,,31 TWIN OAK DRIVE,1285.615,21159950201,POINT (5849268.3871595645 3854909.1532740723)
45,Residential,Single Family Dwelling,,705 EAST MAIN STREET,1318.577,21159950100,POINT (5851024.87930953 3854963.911695838)
46,Residential,Manufactured Home,,78 NEWBERRY LANE,1582.301,21159950202,POINT (5847311.589060005 3854833.0703261835)
47,Residential,Single Family Dwelling,,698 EAST MAIN STREET,1582.289,21159950201,POINT (5850927.082471106 3854959.360199946)
48,Unclassified,Unclassified,,6824 HODE ROAD,1153.757,21159950100,POINT (5870473.978026224 3871178.1555049145)
49,Unclassified,Unclassified,,6844 HODE ROAD,906.5203,21159950100,POINT (5870416.071044741 3871173.5129008717)
50,Residential,Unclassified,,6824 HODE ROAD,1582.294,21159950100,POINT (5870437.384290236 3871128.342877011)
51,Residential,Single Family Dwelling,,4351 NORTH MILO ROAD,2769.007,21159950202,POINT (5840145.488229537 3874316.1558354157)
52,Unclassified,Unclassified,,6873 HODE ROAD,593.3574,21159950100,POINT (5870144.392416172 3871128.2297807676)
53,Residential,Unclassified,,936 BIG LICK ROAD,2505.32,21159950202,POINT (5848644.360156453 3870315.92801698)
54,Residential,Single Family Dwelling,,972 TUG RIVER ROAD,2356.955,21159950100,POINT (5865716.353463955 3870921.31715131)
55,Unclassified,Unclassified,,95 CASSADY AVENUE,527.4345,21159950201,POINT (5850623.163503966 3854947.9357613507)
56,Residential,Unclassified,,95 CASSADY AVENUE,2373.449,21159950201,POINT (5850600.727356474 3854914.3272672454)
57,Unclassified,Unclassified,,6698 HODE ROAD,1318.572,21159950100,POINT (5871654.288515723 3871122.0298179653)
58,Residential,Single Family Dwelling,,950 TUG RIVER ROAD,2637.169,21159950100,POINT (5865823.620449523 3870880.6851301384)
59,Residential,Single Family Dwelling,,7780 HODE ROAD,1582.311,21159950100,POINT (5868075.825560405 3870991.6525803176)
60,Residential,Manufactured Home,,142 MCKINNEY ROAD,1120.795,21159950202,POINT (5845463.101316766 3870191.1523358566)
61,Residential,Manufactured Home,,44 GORDON MAYNARD ROAD,2109.736,21159950202,POINT (5845118.63300712 3874463.2402396966)
62,Residential,Manufactured Home,,282 MUDFORD ROAD,1813.045,21159950202,POINT (5844732.193973941 3870166.7685559494)
63,Government,General Services,,14 COURT STREET,7120.331,21159950201,POINT (5847841.651253981 3854789.39661931)
64,Residential,Single Family Dwelling,,302 WICKERFIELD ROAD,3263.482,21159950201,POINT (5849140.741975208 3854842.6069379197)
65,Residential,Single Family Dwelling,,4590 TOMAHAWK ROAD,1648.222,21159950202,POINT (5827981.159184481 3854135.6742788195)
66,Residential,Manufactured Home,,2382 HODE ROAD,2356.973,21159950100,POINT (5885063.437369883 3856112.9095351384)
67,Residential,Single Family Dwelling,,51 CAIN PLACE,1087.831,21159950201,POINT (5848749.938014814 3854844.3884577)
68,Residential,Manufactured Home,,54 NEWBERRY LANE,1054.874,21159950202,POINT (5847374.862563935 3854787.756408389)
69,Residential,Manufactured Home,,21 DANIEL LANE,1054.871,21159950202,POINT (5822178.368542982 3848848.08297368)
70,Residential,Single Family Dwelling,,593 HALLS BRANCH,2637.147,21159950202,POINT (5830407.395589919 3859286.010120374)
71,Residential,Unclassified,,47 DANIEL LANE,1285.627,21159950202,POINT (5822027.23546658 3848841.2417382044)
72,Residential,Single Family Dwelling,,94 COLDWATER ROAD,2076.769,21159950201,POINT (5853424.818657232 3849905.1929273424)
73,Residential,Manufactured Home,,548 HALLS BRANCH,2109.732,21159950202,POINT (5830821.188526785 3859309.230521679)
74,Residential,Single Family Dwelling,,4516 TURKEY CREEK,1582.291,21159950100,POINT (5860734.1764018135 3869662.0799167575)
75,Residential,Manufactured Home,,92 MILO SUBDIVISION ROAD,1977.88,21159950202,POINT (5835922.436125839 3871565.358356842)
76,Residential,Manufactured Home,,1302 TUG RIVER ROAD,2175.649,21159950100,POINT (5864974.528126257 3872559.88969069)
77,Residential,Unclassified,,5133 TURKEY CREEK,988.9381,21159950202,POINT (5862109.0032188585 3872468.2821163987)
78,Residential,Manufactured Home,,199 MILO SUBDIVISION ROAD,1269.123,21159950202,POINT (5836466.504759027 3871574.306355814)
79,Residential,Manufactured Home,,140 MILO SUBDIVISION ROAD,2109.723,21159950202,POINT (5836168.821967672 3871545.2217580792)
80,Residential,Single Family Dwelling,,143 SANSOM DRIVE,5274.313,21159950202,POINT (5849240.406148158 3871964.1881503672)
81,Residential,Unclassified,,5133 TURKEY CREEK,412.0586,21159950202,POINT (5862095.378291812 3872433.0567007484)
83,Residential,Manufactured Home,,19 TINA LANE,2076.772,21159950202,POINT (5833885.496190051 3874791.99642874)
84,Residential,Single Family Dwelling,,246 LITTLE LICK ROAD,1450.444,21159950202,POINT (5847899.584041341 3875281.1335328924)
85,Residential,Single Family Dwelling,,4289 ROCKCASTLE ROAD,2109.721,21159950202,POINT (5844442.030664825 3871791.826832346)
86,Residential,Manufactured Home,,1302 TUG RIVER ROAD,593.3618,21159950100,POINT (5864975.428579849 3872519.2036126545)
87,Residential,Single Family Dwelling,,61 OAKIE DRIVE,1054.865,21159950202,POINT (5858660.179208985 3875636.4483162346)
88,Unclassified,Unclassified,,244 HINKLE CEMETERY ROAD,2769.019,21159950202,POINT (5857012.367912286 3872207.3145950683)
89,Unclassified,Unclassified,,217 MILO SUBDIVISION ROAD,5636.943,21159950202,POINT (5836720.358248365 3871494.381866686)
90,Residential,Manufactured Home,,162 MILO SUBDIVISION ROAD,1450.438,21159950202,POINT (5836265.5561003955 3871503.79462316)
91,Residential,Single Family Dwelling,,246 LITTLE LICK ROAD,791.1428,21159950202,POINT (5847996.824364419 3875264.7716286746)
92,Residential,Unclassified,,5133 TURKEY CREEK,1582.29,21159950202,POINT (5862091.0112992795 3872373.9824495106)
93,Unclassified,Unclassified,,255 HINKLE CEMETERY ROAD,1582.303,21159950202,POINT (5857217.00348558 3872197.148487733)
94,Residential,Single Family Dwelling,,112 MILO SUBDIVISION ROAD,2637.178,21159950202,POINT (5835977.666823716 3871450.182565548)
95,Residential,Manufactured Home,,188 MILO SUBDIVISION ROAD,1846.004,21159950202,POINT (5836378.020426068 3871483.265038826)
96,Residential,Unclassified,,605 BIG LICK ROAD,2653.646,21159950202,POINT (5847440.287296537 3871842.8470340357)
99,Residential,Single Family Dwelling,,85 GOLDEN ROD ROAD,988.9316,21159950202,POINT (5844152.234407209 3871854.989283347)
0,Residential,Single Family Dwelling,,412 HALLS BRANCH,2109.749,21159950202,POINT (5831346.353172117 3859331.343440152)
1,Residential,Single Family Dwelling,,593 HALLS BRANCH,593.3631,21159950202,POINT (5830480.705347053 3859309.0636701556)
3,Residential,Manufactured Home,,443 ELI ROAD,1582.303,21159950201,POINT (5848283.086744049 3848630.757197713)
4,Residential,Single Family Dwelling,,94 COLDWATER ROAD,395.5693,21159950201,POINT (5853372.978564569 3850001.4914349564)
5,Residential,Single Family Dwelling,,19 BOOTH DRIVE,1648.228,21159950100,POINT (5876647.6526225675 3850803.00230269)
6,Residential,Single Family Dwelling,,4540 TURKEY CREEK,1153.743,21159950100,POINT (5860707.771938398 3869779.985378262)
8,Residential,Unclassified,,3618 NORTH MILO ROAD,1928.415,21159950202,POINT (5836762.915891741 3873893.65917806)
9,Residential,Single Family Dwelling,,28 WALLACE WILLIAMSON ROAD,1846.015,21159950202,POINT (5836401.300759671 3873873.288572616)
10,Residential,Single Family Dwelling,,2686 TOMAHAWK ROAD,2241.588,21159950202,POINT (5833751.684478689 3859553.6186867673)
11,Unclassified,Unclassified,,108 LITTLE ELK HODE SPUR,791.1479,21159950100,POINT (5879639.088709445 3861153.195192431)
12,Residential,Single Family Dwelling,,11 DICK FANNIN LANE,1714.148,21159950202,POINT (5840079.922082211 3873989.119844247)
13,Residential,Manufactured Home,,1354 ROCKHOUSE ROAD,3296.435,21159950202,POINT (5830153.420828984 3849152.083023043)
14,Residential,Single Family Dwelling,,1988 BIG ELK ROAD,3560.177,21159950100,POINT (5876123.726501114 3855144.311169877)
15,Commercial,Personal and Repair Services,,2647 TOMAHAWK ROAD,1269.137,21159950202,POINT (5834004.051731401 3859539.2869379125)
16,Residential,Single Family Dwelling,,5198 TOMAHAWK ROAD,2274.559,21159950202,POINT (5825310.334655868 3853415.4751142147)
17,Residential,Single Family Dwelling,,378 HALLS BRANCH,1483.391,21159950202,POINT (5831344.744765788 3859441.4391383436)
18,Residential,Single Family Dwelling,,58 WEST EDEN LANE,4285.395,21159950202,POINT (5842606.90005038 3859799.796477512)
19,Residential,Manufactured Home,,1331 ROCKCASTLE ROAD,1582.294,21159950202,POINT (5843521.278268018 3859841.7413611626)
20,Residential,Manufactured Home,,1647 TOMAHAWK ROAD,1384.503,21159950202,POINT (5836829.564035643 3859607.8429954764)
21,Residential,Single Family Dwelling,,4326 NORTH MILO ROAD,1878.98,21159950202,POINT (5839838.803263655 3873965.3652039687)
22,Residential,Single Family Dwelling,,110 DRY FORK,1483.411,21159950202,POINT (5859628.7675343165 3869682.844504931)
23,Unclassified,Unclassified,,388 ROCKHOUSE ROAD,791.1417,21159950202,POINT (5831494.874300566 3853612.9626723225)
24,Residential,Single Family Dwelling,,240 CASSADY AVENUE,2769.009,21159950201,POINT (5850661.085377445 3854242.2439286397)
25,Unclassified,Unclassified,,135 FITZPATRICK HOLLOW,1977.877,21159950202,POINT (5834996.561755652 3859511.1347569977)
26,Residential,Single Family Dwelling,,242 OLD MIDDLE FORK,2472.336,21159950202,POINT (5847057.048757348 3854129.8352366537)
27,Residential,Single Family Dwelling,,245 CASSADY AVENUE,3032.729,21159950201,POINT (5850817.548527197 3854230.0225824006)
28,Unclassified,Unclassified,,355 MADISON SARA LANE,1483.404,21159950202,POINT (5837940.154332621 3868917.8345219204)
29,Commercial,Retail Trade,,2555 BLACKLOG ROAD,2769.031,21159950100,POINT (5858029.108410359 3850098.175636709)
30,Residential,Single Family Dwelling,,144 DRY FORK,3955.728,21159950202,POINT (5859383.826141526 3869627.29394601)
31,Residential,Manufactured Home,,46 DANIEL LANE,2109.735,21159950202,POINT (5822354.277248332 3848878.8628308554)
32,Commercial,Personal and Repair Services,,2691 TOMAHAWK ROAD,3214.034,21159950202,POINT (5833879.857903736 3859432.917927078)
33,Commercial,Personal and Repair Services,,2691 TOMAHAWK ROAD,494.4664,21159950202,POINT (5833951.936432691 3859456.847351087)
34,Residential,Single Family Dwelling,,3980 NORTH MILO ROAD,11092.54,21159950202,POINT (5838630.760115946 3873859.6060223817)
35,Residential,Single Family Dwelling,,5202 TOMAHAWK ROAD,1186.731,21159950202,POINT (5825207.751386776 3853368.95558581)
36,Residential,Single Family Dwelling,,5202 TOMAHAWK ROAD,1977.865,21159950202,POINT (5825312.175199241 3853368.9010348804)
37,Residential,Manufactured Home,,548 HALLS BRANCH,2472.334,21159950202,POINT (5830615.100002009 3859306.9743232266)
38,Unclassified,Unclassified,,583 WOOTEN ROAD,593.3735,21159950202,POINT (5823593.289875752 3848982.122074608)
39,Residential,Single Family Dwelling,,96 WILDCAT BRANCH,1038.389,21159950202,POINT (5824088.779641692 3848984.4569657333)
40,Residential,Single Family Dwelling,,56 JOHNSON BOTTOM,6164.358,21159950202,POINT (5844522.051321546 3874490.5161022926)
41,Residential,Single Family Dwelling,,344 TURKEY CRUM BRANCH,2966.803,21159950100,POINT (5863203.2083817795 3871013.146651117)
42,Residential,Manufactured Home,,44 GORDON MAYNARD ROAD,2505.33,21159950202,POINT (5845074.155192958 3874530.732623573)
43,Residential,Manufactured Home,,35 MCKINNEY ROAD,2505.306,21159950202,POINT (5845180.740555992 3870378.01341499)
44,Residential,Single Family Dwelling,,978 TUG RIVER ROAD,791.1512,21159950100,POINT (5865768.885932474 3871111.7662848206)
45,Commercial,Retail Trade,,38 OLD MIDDLE FORK,2966.795,21159950202,POINT (5847769.00438457 3854921.2126436043)
46,Residential,Manufactured Home,,113 NEWBERRY LANE,1450.436,21159950202,POINT (5847143.620784781 3854899.052823397)
47,Residential,Single Family Dwelling,,691 EAST MAIN STREET,1730.64,21159950100,POINT (5851014.6176972315 3855022.994065268)
48,Unclassified,Unclassified,,1003 SPENCE BRANCH,2373.439,21159950202,POINT (5833528.492903522 3877210.777067388)
49,Unclassified,Unclassified,,1003 SPENCE BRANCH,923.0087,21159950202,POINT (5833582.47768055 3877029.195681252)
51,Residential,Single Family Dwelling,,2776 BLACKLOG ROAD,791.1438,21159950201,POINT (5858309.892431711 3848988.8104655393)
52,Residential,Single Family Dwelling,,83 WALLACE WILLIAMSON ROAD,395.5739,21159950202,POINT (5836214.023831562 3873915.296526353)
53,Residential,Single Family Dwelling,,240 CASSADY AVENUE,659.2883,21159950201,POINT (5850619.303778731 3854324.0715209045)
54,Residential,Single Family Dwelling,,353 SPENCE BRANCH,3955.729,21159950202,POINT (5834284.369571177 3873818.399036697)
55,Residential,Single Family Dwelling,,310 SPENCE BRANCH,3593.115,21159950202,POINT (5834583.382764927 3873832.082089913)
56,Residential,Single Family Dwelling,,3683 HODE ROAD,2966.798,21159950100,POINT (5882048.869925692 3861281.0993371448)
57,Residential,Manufactured Home,,47 FANNIN MARKET LANE,922.9969,21159950202,POINT (5840312.23476866 3874032.474622127)
58,Unclassified,Unclassified,,194 VINEYARD VALLEY,3560.161,21159950202,POINT (5846898.309029702 3874625.8776821294)
59,Residential,Single Family Dwelling,,439 SPENCE BRANCH,1582.296,21159950202,POINT (5834092.155611213 3874191.509172038)
60,Residential,Manufactured Home,,33 WILLIAMS LANE,2373.448,21159950100,POINT (5865719.029742579 3871194.5860580974)
61,Residential,Manufactured Home,,33 WILLIAMS LANE,791.1286,21159950100,POINT (5865759.9700452 3871203.7494701236)
62,Unclassified,Unclassified,,3817 ROCKCASTLE ROAD,1648.221,21159950202,POINT (5843271.378703551 3870414.096610664)
63,Unclassified,Unclassified,,812 BIG LICK ROAD,3263.479,21159950202,POINT (5848076.520538796 3870552.3503088388)
64,Residential,Single Family Dwelling,,2652 TUG RIVER ROAD,2472.325,21159950202,POINT (5863243.213448738 3876530.291993284)
65,Residential,Single Family Dwelling,,4634 ROCKCASTLE ROAD,1977.871,21159950202,POINT (5844484.055001164 3872826.5948521434)
66,Residential,Unclassified,,32 SHEPPARD LANE,1780.091,21159950202,POINT (5833620.24961996 3875458.153621204)
67,Residential,Single Family Dwelling,,1925 TUG RIVER ROAD,1450.422,21159950202,POINT (5862207.646155832 3873368.1317029186)
68,Residential,Single Family Dwelling,,418 LITTLE LICK ROAD,2785.509,21159950202,POINT (5848877.769950245 3874714.573335346)
69,Residential,Manufactured Home,,4856 TURKEY CREEK,1285.617,21159950100,POINT (5861427.995289671 3871117.948658927)
70,Unclassified,Unclassified,,3839 ROCKCASTLE ROAD,1054.853,21159950202,POINT (5843275.47203981 3870487.498459868)
71,Unclassified,Unclassified,,6889 HODE ROAD,1252.642,21159950100,POINT (5869977.137881299 3871394.9393012063)
72,Residential,Single Family Dwelling,,864 BIG LICK ROAD,2900.875,21159950202,POINT (5848740.99473415 3870645.1363326097)
73,Residential,Unclassified,,936 BIG LICK ROAD,3757.969,21159950202,POINT (5848917.200231904 3870643.018957213)
74,Residential,Single Family Dwelling,,75 BRANDON PLACE,1054.856,21159950202,POINT (5861071.159986936 3871051.022449197)
75,Residential,Single Family Dwelling,,796 BIG LICK ROAD,2373.477,21159950202,POINT (5848250.13739803 3870603.827346937)
77,Residential,Manufactured Home,,25 WILLIAMS LANE,3692.02,21159950100,POINT (5865660.393703205 3871171.6430061967)
78,Residential,Manufactured Home,,4846 TURKEY CREEK,890.0386,21159950100,POINT (5861427.379234443 3871068.7495378954)
79,Unclassified,Unclassified,,7738 HODE ROAD,2521.775,21159950100,POINT (5868059.158206986 3871215.01301229)
80,Residential,Single Family Dwelling,,1005 PETER CAVE BRANCH,1153.75,21159950202,POINT (5852707.045829477 3876117.855052659)
81,Residential,Temporary Lodging,,60 MEADOW LARK LANE,1054.875,21159950202,POINT (5863490.236748483 3876552.6513863876)
82,Residential,Unclassified,,3273 NORTH MILO ROAD,3675.527,21159950202,POINT (5835739.466948945 3872556.3911835914)
83,Residential,Single Family Dwelling,,1736 TUG RIVER ROAD,2966.809,21159950202,POINT (5862864.378409558 3873495.047086059)
85,Residential,Unclassified,,1798 TUG RIVER ROAD,4252.425,21159950202,POINT (5862509.256451066 3873447.561196101)
86,Residential,Manufactured Home,,1924 TUG RIVER ROAD,2307.52,21159950202,POINT (5862275.3504596595 3873456.1214101287)
87,Residential,Unclassified,,4784 ROCKCASTLE ROAD,3082.18,21159950202,POINT (5845440.884041966 3872866.2674439047)
88,Residential,Single Family Dwelling,,2646 TUG RIVER ROAD,988.9316,21159950202,POINT (5863446.172227371 3876542.7649780884)
89,Residential,Single Family Dwelling,,991 PETER CAVE BRANCH,692.2542,21159950202,POINT (5852518.055108565 3876153.157211671)
90,Residential,Single Family Dwelling,,2639 TUG RIVER ROAD,3164.596,21159950202,POINT (5863125.878197897 3876484.2774269897)
91,Residential,Single Family Dwelling,,1005 PETER CAVE BRANCH,659.2997,21159950202,POINT (5852616.905435839 3876147.685122863)
92,Unclassified,Unclassified,,727 CHURCH FORK,5241.361,21159950202,POINT (5853932.690333524 3873135.427738793)
93,Residential,Single Family Dwelling,,208 GAYLE CARTER ROAD,3708.49,21159950202,POINT (5836235.915778303 3872529.10912193)
94,Residential,Manufactured Home,,3240 NORTH MILO ROAD,1186.731,21159950202,POINT (5835910.111603611 3872536.815218862)
95,Residential,Single Family Dwelling,,1710 TUG RIVER ROAD,1450.439,21159950202,POINT (5863000.867466255 3873445.8369289283)
96,Residential,Manufactured Home,,3240 NORTH MILO ROAD,3362.388,21159950202,POINT (5835949.745722875 3872494.6846347325)
97,Unclassified,Unclassified,,721 CHURCH FORK,2274.54,21159950202,POINT (5854139.618752387 3873106.731266166)
98,Residential,Single Family Dwelling,,1710 TUG RIVER ROAD,1054.861,21159950202,POINT (5863056.13229473 3873430.764005921)
99,Residential,Single Family Dwelling,,348 SANSOM DRIVE,2373.431,21159950202,POINT (5849316.766788173 3872928.4674978303)
0,Residential,Single Family Dwelling,,4319 ROCKCASTLE ROAD,1186.728,21159950202,POINT (5844202.510944961 3872038.1005759332)
1,Residential,Single Family Dwelling,,310 BIG LICK ROAD,1318.569,21159950202,POINT (5846334.517524485 3872111.8969104937)
2,Residential,Single Family Dwelling,,35 LEWIS PRESTON ROAD,1977.859,21159950202,POINT (5840652.310275883 3871904.506476916)
3,Residential,Single Family Dwelling,,136 MILLS BRANCH,1153.766,21159950202,POINT (5860883.430296544 3872601.5506503736)
4,Residential,Single Family Dwelling,,1312 TUG RIVER ROAD,2307.519,21159950100,POINT (5864785.168838711 3872713.8697980023)
5,Residential,Manufactured Home,,952 CALF CREEK,3131.623,21159950202,POINT (5857817.299300152 3872459.441768111)
6,Unclassified,Unclassified,,3520 TUG RIVER ROAD,5142.474,21159950202,POINT (5859878.15985501 3876370.5171202198)
7,Residential,Unclassified,,211 LITTLE LICK ROAD,1961.391,21159950202,POINT (5847832.135962945 3875517.2384423525)
9,Residential,Single Family Dwelling,,1312 TUG RIVER ROAD,2307.525,21159950100,POINT (5864708.240737145 3872784.1609815042)
10,Residential,Manufactured Home,,50 GAYLE CARTER ROAD,3148.112,21159950202,POINT (5836567.593700342 3871803.131934858)
12,Residential,Single Family Dwelling,,4352 ROCKCASTLE ROAD,988.9255,21159950202,POINT (5844300.594393687 3872074.9327282747)
13,Residential,Unclassified,,138 SANSOM DRIVE,2307.506,21159950202,POINT (5849433.282488536 3872238.6330646556)
14,Residential,Single Family Dwelling,,84 OAKIE DRIVE,1977.86,21159950202,POINT (5858596.179565377 3875882.099184944)
15,Residential,Manufactured Home,,36 OAKIE DRIVE SPUR,4021.676,21159950202,POINT (5858869.693472109 3875882.8605703413)
16,Residential,Manufactured Home,,4296 ROCKCASTLE ROAD,1714.153,21159950202,POINT (5844414.861846367 3872063.4497118946)
17,Unclassified,Unclassified,,219 VINEYARD VALLEY,1186.747,21159950202,POINT (5847172.059376478 3874711.755753139)
18,Residential,Single Family Dwelling,,864 BIG LICK ROAD,1846.001,21159950202,POINT (5848788.655317269 3870758.9172601607)
19,Residential,Single Family Dwelling,,14 RAINWATER DRIVE,296.6882,21159950202,POINT (5850339.915727646 3877929.23271879)
20,Residential,Single Family Dwelling,,14 RAINWATER DRIVE,461.5035,21159950202,POINT (5850373.963585628 3877898.849672519)
21,Residential,Manufactured Home,,35 GAYLE CARTER ROAD,1714.143,21159950202,POINT (5836359.635556905 3871689.7657435765)
22,Residential,Single Family Dwelling,,78 LEWIS PRESTON ROAD,923.001,21159950202,POINT (5840318.632218584 3871855.381261789)
23,Residential,Single Family Dwelling,,35 LEWIS PRESTON ROAD,791.1539,21159950202,POINT (5840685.951791825 3871860.4892162834)
24,Unclassified,Unclassified,,71 WHITE ROAD,1054.871,21159950202,POINT (5843907.485522315 3875302.735949826)
25,Residential,Manufactured Home,,57 VINEYARD VALLEY,2966.811,21159950202,POINT (5847348.87120509 3875418.3781640246)
26,Residential,Unclassified,,173 SANSOM DRIVE,2966.794,21159950202,POINT (5849274.45787451 3872125.8948393916)
27,Residential,Manufactured Home,,5412 ROCKCASTLE ROAD,2637.144,21159950202,POINT (5844947.8350165365 3875331.302277121)
28,Residential,Single Family Dwelling,,73 OAKIE DRIVE,2307.515,21159950202,POINT (5858657.17887822 3875804.128201049)
29,Residential,Single Family Dwelling,,192 LEWIS PRESTON ROAD,1318.573,21159950202,POINT (5839433.869095478 3871803.637936952)
30,Residential,Single Family Dwelling,,35 LEWIS PRESTON ROAD,725.2155,21159950202,POINT (5840756.963824715 3871846.598798788)
31,Residential,Unclassified,,15 VINEYARD VALLEY,2373.44,21159950202,POINT (5847456.763372262 3875413.910936155)
32,Residential,Manufactured Home,,76 VINEYARD VALLEY,1846.008,21159950202,POINT (5847239.811661994 3875405.7253624513)
33,Residential,Manufactured Home,,1184 PETER CAVE BRANCH,2966.799,21159950202,POINT (5852838.275455592 3875574.262457498)
34,Residential,Manufactured Home,,95 JUSTICE MUNCY CEMETERY LANE,923.0224,21159950202,POINT (5846081.766737647 3872010.3110986114)
35,Residential,Manufactured Home,,1312 TUG RIVER ROAD,3626.09,21159950100,POINT (5864863.844963426 3872645.567252445)
36,Unclassified,Unclassified,,138 SANSOM DRIVE,923.0044,21159950202,POINT (5849453.90974884 3872116.4709229292)
38,Residential,Manufactured Home,,35 VINEYARD VALLEY,2142.695,21159950202,POINT (5847591.045842553 3875376.558999925)
40,Residential,Manufactured Home,,4252 ROCKCASTLE ROAD,923.0093,21159950202,POINT (5844548.416108272 3871922.8384054126)
41,Residential,Manufactured Home,,5167 TURKEY CREEK,1054.865,21159950202,POINT (5862143.337021117 3872535.0068273535)
42,Residential,Single Family Dwelling,,85 GOLDEN ROD ROAD,4845.762,21159950202,POINT (5843991.062373086 3871873.5573460674)
43,Residential,Manufactured Home,,57 VINEYARD VALLEY,2307.508,21159950202,POINT (5847348.193584514 3875355.9676544317)
44,Residential,Single Family Dwelling,,1242 PETER CAVE BRANCH,1681.179,21159950202,POINT (5853013.711613748 3875537.045071996)
45,Residential,Single Family Dwelling,,186 LEWIS PRESTON ROAD,791.142,21159950202,POINT (5839669.657786468 3871752.702005896)
46,Residential,Single Family Dwelling,,68 MILO SUBDIVISION ROAD,3296.447,21159950202,POINT (5835746.584253533 3871593.1380793066)
48,Residential,Single Family Dwelling,,93 LEWIS PRESTON ROAD,1450.429,21159950202,POINT (5840222.040427795 3871749.8931514607)
49,Residential,Manufactured Home,,159 MILO SUBDIVISION ROAD,1846.017,21159950202,POINT (5836273.066300076 3871612.9441323434)
50,Residential,Manufactured Home,,1302 TUG RIVER ROAD,1054.861,21159950100,POINT (5864935.890964816 3872596.138076134)
52,Residential,Single Family Dwelling,,991 PETER CAVE BRANCH,1186.716,21159950202,POINT (5852442.891271017 3876170.4707179028)
54,Residential,Single Family Dwelling,,125 BRANDON PLACE,1582.297,21159950202,POINT (5861134.765373845 3871346.6113284747)
55,Unclassified,Unclassified,,732 BIG LICK ROAD,1977.865,21159950202,POINT (5847841.648584017 3870867.3669565893)
56,Residential,Manufactured Home,,36 HAMMOND LANE,3906.3,21159950100,POINT (5865672.095986451 3871281.0254512825)
57,Residential,Single Family Dwelling,,418 LITTLE LICK ROAD,692.2527,21159950202,POINT (5848825.505091494 3874743.1500943066)
58,Residential,Single Family Dwelling,,132 JOHNSON BOTTOM,1433.965,21159950202,POINT (5844372.92790507 3874577.015262892)
59,Residential,Manufactured Home,,434 PETER CAVE BRANCH,2373.451,21159950202,POINT (5850060.716949975 3877985.172438858)
60,Residential,Manufactured Home,,76 VINEYARD VALLEY,1318.593,21159950202,POINT (5847149.80809358 3875433.847520202)
61,Residential,Single Family Dwelling,,124 CALF CREEK,1318.594,21159950202,POINT (5859363.076015678 3875853.0724999476)
63,Residential,Manufactured Home,,4252 ROCKCASTLE ROAD,593.3646,21159950202,POINT (5844515.334034431 3871961.1477573686)
64,Residential,Single Family Dwelling,,1088 TUG RIVER ROAD,988.9379,21159950100,POINT (5865450.590707294 3871493.697571357)
65,Residential,Unclassified,,173 SANSOM DRIVE,1384.506,21159950202,POINT (5849668.762401591 3873144.973579587)
67,Residential,Unclassified,,11 LITTLE LICK ROAD,1813.027,21159950202,POINT (5847181.480748836 3876131.7347159013)
68,Agriculture,Agriculture,,3485 TUG RIVER ROAD,1054.869,21159950202,POINT (5860046.638661444 3876577.737253512)
69,Unclassified,Unclassified,,950 PETER CAVE BRANCH,527.4337,21159950202,POINT (5852050.734789386 3876295.8146994356)
70,Residential,Unclassified,,950 PETER CAVE BRANCH,1186.725,21159950202,POINT (5852082.750196436 3876265.703092447)
71,Unclassified,Unclassified,,73 SHEPPARD LANE,1186.722,21159950202,POINT (5833911.471459106 3875625.602523572)
72,Residential,Single Family Dwelling,,63 EDWIN FANNIN ROAD,1977.868,21159950202,POINT (5844076.056154602 3875981.588148927)
73,Residential,Single Family Dwelling,,240 GAYLE CARTER ROAD,923.0132,21159950202,POINT (5836263.297994105 3872677.999518519)
74,Residential,Temporary Lodging,,44 MEADOW LARK LANE,1714.144,21159950202,POINT (5863435.62981915 3876624.0696028564)
75,Residential,Manufactured Home,,32 PACKS DRIVE,2225.098,21159950202,POINT (5846514.054277905 3876025.04654856)
76,Residential,Temporary Lodging,,60 MEADOW LARK LANE,1582.296,21159950202,POINT (5863514.424845026 3876600.902082403)
77,Unclassified,Unclassified,,402 JOHNSON BOTTOM,857.0768,21159950202,POINT (5844362.4324441515 3875936.687017054)
