PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,SQFEET,CENSUSCODE,geometry
67 FITZPATRICK DRIVE,Residential,Single Family Dwelling,,2604.193,21159950100,POINT (5873155.779464739 3857576.3410402057)
67 FLETCHER BRANCH,Unclassified,Unclassified,,1977.852,21159950201,POINT (5846737.18350344 3842734.754764659)
67 HOWARD DRIVE,Residential,Manufactured Home,,1483.408,21159950100,POINT (5882743.489127414 3836765.824679313)
67 MARCUM MOORE LANE,Residential,Manufactured Home,,3230.5256,21159950201,POINT (5855895.96474692 3844620.9323181277)
67 MARY DRIVE,Residential,Single Family Dwelling,,2505.292,21159950201,POINT (5853198.584498547 3849709.236918888)
67 NICHOLS STREET,Residential,Single Family Dwelling,,1318.581,21159950202,POINT (5846169.888147377 3856523.6320121135)
67 OAKEY LANE,Residential,Unclassified,,1846.023,21159950202,POINT (5835469.685258946 3868685.133993934)
67 PAUL DANIELS ROAD,Residential,Manufactured Home,,5224.889999999999,21159950202,POINT (5821465.360262371 3848602.632389906)
67 PRESTON GAP ROAD,Residential,Unclassified,,2538.276,21159950202,POINT (5840885.041995204 3871168.9566693557)
67 TAYLORS COURT,Commercial,Retail Trade,,1120.79,21159950100,POINT (5887524.195573071 3843647.9765487914)
67 WALNUT DRIVE,Residential,Unclassified,,1582.305,21159950100,POINT (5886998.422975822 3843959.1313692667)
670 NORTH WOLF CREEK,Residential,Unclassified,,2785.4845,21159950300,POINT (5876687.128445965 3826975.4117184966)
671 LITTLE PETER CAVE ROAD,Residential,Single Family Dwelling,,4845.772,21159950100,POINT (5878081.964245161 3837771.9847485586)
6717 BEAUTY ROAD,Residential,Unclassified,,1582.29,21159950100,POINT (5874844.73244837 3841467.1647292166)
6718 PIGEON ROOST ROAD,Residential,Single Family Dwelling,,2900.895,21159950300,POINT (5881035.851425208 3798120.202375362)
672 SOUTH WOLF CREEK,Residential,Single Family Dwelling,,1977.885,21159950201,POINT (5872160.895224639 3824743.372788342)
6726 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1384.513,21159950300,POINT (5901929.522577594 3829831.8501108135)
6739 RIVER FRONT ROAD,Residential,Manufactured Home,,7252.1807,21159950300,POINT (5902148.337274965 3829893.0083425655)
675 BLACKBERRY ROAD,Unclassified,Unclassified,,2307.508,21159950201,POINT (5841279.572266552 3836752.1213908694)
675 COLLINS CREEK,Residential,Single Family Dwelling,,2521.768,21159950100,POINT (5882728.695574192 3845028.101359935)
675 CRUM BRANCH,Residential,Single Family Dwelling,,1054.883,21159950201,POINT (5846138.779075599 3838002.4084518696)
675 SPENCE BRANCH,Residential,Unclassified,,2109.716,21159950202,POINT (5833392.371213249 3875385.9020293187)
675 WEST MAIN STREET,Residential,Single Family Dwelling,,3576.649,21159950202,POINT (5844683.301814716 3855223.6322064092)
6767 BEAUTY ROAD,Unclassified,Unclassified,,2637.164,21159950100,POINT (5875147.035044676 3841551.1922773793)
677 SPRUCE PINE ROAD,Residential,Single Family Dwelling,,1318.591,21159950100,POINT (5860450.699971677 3860661.565457005)
6770 RIVER FRONT ROAD,Residential,Unclassified,,2241.596,21159950300,POINT (5902134.30416223 3829667.1118925977)
678 LITTLE LAUREL CREEK,Residential,Manufactured Home,,3527.2027,21159950202,POINT (5842694.112344237 3884130.3170254743)
68 ALBERT PINSON ROAD,Residential,Single Family Dwelling,,659.2911,21159950100,POINT (5868854.851623333 3843362.41666924)
68 BLEVINS LANE,Residential,Single Family Dwelling,,1285.601,21159950202,POINT (5846908.439602396 3853509.7667943807)
68 BOYD WARD ROAD,Residential,Single Family Dwelling,,3494.2452000000003,21159950202,POINT (5828548.208127548 3843485.468438246)
68 CAKE LANE,Residential,Single Family Dwelling,,5900.639,21159950201,POINT (5853620.100650911 3847398.2679431774)
68 CLAY FORK,Residential,Manufactured Home,,593.3583,21159950100,POINT (5867274.024809024 3858526.226507917)
68 COLUMBUS PREECE ROAD,Residential,Single Family Dwelling,,2373.432,21159950100,POINT (5855580.867559754 3852959.6373077496)
68 COOK BRANCH,Residential,Single Family Dwelling,,2769.0256,21159950202,POINT (5821063.976964586 3852539.068279231)
68 DOC LANE,Residential,Unclassified,,1285.611,21159950202,POINT (5851795.668410362 3877131.1714419643)
68 DYE BOTTOM,Residential,Manufactured Home,,2225.107,21159950300,POINT (5863930.834693188 3819717.8871503747)
68 GAYLE CARTER ROAD,Residential,Manufactured Home,,1252.638,21159950202,POINT (5836503.085859198 3871914.850076553)
68 HALE AVENUE,Residential,Single Family Dwelling,,2966.8324,21159950100,POINT (5888539.418508074 3842027.020828825)
68 KENNEY DRIVE,Residential,Manufactured Home,,3461.288,21159950202,POINT (5836141.440898932 3864274.8133998034)
68 LEES WAY,Residential,Single Family Dwelling,,2109.71,21159950100,POINT (5887800.416035275 3842731.821898619)
68 MAPLE DRIVE,Residential,Single Family Dwelling,,1846.017,21159950100,POINT (5887352.639831651 3843779.6820284347)
68 MILO SUBDIVISION ROAD,Residential,Single Family Dwelling,,3296.447,21159950202,POINT (5835746.584253533 3871593.1380793066)
68 QUAIL HOLLOW,Commercial,Retail Trade,,3691.989,21159950202,POINT (5846482.62077285 3856778.3098538066)
68 RIVER FRONT ROAD,Commercial,Retail Trade,,10614.58,21159950100,POINT (5883606.950960884 3848153.214232835)
68 ROOSTER ROAD,Residential,Single Family Dwelling,,3955.741,21159950202,POINT (5839758.009455755 3873415.6221262)
68 SCHOOL HOUSE HOLLOW,Residential,Unclassified,,2109.7382,21159950300,POINT (5861578.004423174 3796761.5593835725)
68 SUNSET LANE,Residential,Unclassified,,2802.004,21159950100,POINT (5880499.710771129 3863393.3808919797)
68 WILLIE JOHNSON ROAD,Residential,Manufactured Home,,3428.316,21159950202,POINT (5845201.584539928 3864606.3936546985)
681 JONES FORK,Residential,Single Family Dwelling,,2043.797,21159950201,POINT (5842485.0803817315 3831274.98970054)
682 WEST EDEN LANE,Residential,Unclassified,,1846.01,21159950202,POINT (5839847.787340716 3858857.0477769165)
682 WOOTEN ROAD,Residential,Single Family Dwelling,,2472.346,21159950202,POINT (5823228.890213733 3848969.5072946995)
6824 HODE ROAD,Unclassified,Unclassified,,2736.0510000000004,21159950100,POINT (5870473.978026224 3871178.1555049145)
6836 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1813.039,21159950202,POINT (5819027.54111232 3850551.7895243857)
6844 HODE ROAD,Unclassified,Unclassified,,906.5203,21159950100,POINT (5870416.071044741 3871173.5129008717)
685 COLDWATER ROAD,Residential,Single Family Dwelling,,3131.632,21159950201,POINT (5854538.8243286945 3847449.1712869527)
6856 TOMAHAWK ROAD,Residential,Manufactured Home,,2109.7127,21159950202,POINT (5818780.850263731 3850369.1959098913)
686 BIG ELK ROAD,Residential,Single Family Dwelling,,4433.7295,21159950100,POINT (5876797.588727809 3849081.252401031)
686 CASSELL BRANCH,Residential,Unclassified,,1153.765,21159950202,POINT (5847450.184098335 3865308.0523288227)
686 MOORE BRANCH,Residential,Single Family Dwelling,,3461.2831,21159950201,POINT (5854276.022004857 3842038.390421151)
687 BLACKBERRY ROAD,Residential,Manufactured Home,,2637.166,21159950201,POINT (5841197.162261395 3836506.9509766838)
6873 HODE ROAD,Unclassified,Unclassified,,2505.3053,21159950100,POINT (5870088.550268726 3871204.125994947)
6889 HODE ROAD,Unclassified,Unclassified,,1252.642,21159950100,POINT (5869977.137881299 3871394.9393012063)
689 OLD MIDDLE FORK,Residential,Single Family Dwelling,,3230.527,21159950201,POINT (5847368.03417077 3851937.383395244)
69 HARDINVILLE ROAD,Residential,Single Family Dwelling,,2521.778,21159950201,POINT (5852900.458496735 3851857.855388958)
69 JAY HINKLE DRIVE,Residential,Single Family Dwelling,,1780.089,21159950100,POINT (5873629.385537921 3847225.6242948268)
69 WARREN G JUDE ROAD,Residential,Unclassified,,2373.464,21159950300,POINT (5872188.153357531 3824316.897803848)
690 EAST MAIN STREET,Residential,Unclassified,,6329.179,21159950201,POINT (5850917.428626007 3855046.473751326)
690 MOORE BRANCH,Residential,Single Family Dwelling,,791.1422,21159950201,POINT (5854257.815957306 3841976.0690771346)
6909 BEAUTY ROAD,Residential,Unclassified,,1714.15,21159950100,POINT (5875843.581800408 3841820.559802082)
691 BIG LICK ROAD,Residential,Single Family Dwelling,,4120.554,21159950202,POINT (5848002.171046847 3871012.4997087987)
691 EAST MAIN STREET,Residential,Single Family Dwelling,,1730.64,21159950100,POINT (5851014.6176972315 3855022.994065268)
692 JARRELL BRANCH,Residential,Manufactured Home,,1846.019,21159950100,POINT (5870915.158967518 3868506.3387162457)
692 WOOTEN ROAD,Residential,Single Family Dwelling,,461.5101,21159950202,POINT (5822855.8043590635 3848795.9431764255)
693 CALF CREEK,Residential,Single Family Dwelling,,2571.2405,21159950202,POINT (5858553.725398145 3873611.411973721)
693 EMILY CREEK,Residential,Single Family Dwelling,,1714.152,21159950100,POINT (5883598.054130106 3827932.7345820353)
6941 BEAUTY ROAD,Residential,Unclassified,,1780.109,21159950100,POINT (5876026.809494783 3841855.0108779077)
6946 MEATHOUSE ROAD,Residential,Manufactured Home,,4516.15,21159950201,POINT (5862359.553002833 3805936.1768592047)
695 BIG BRANCH,Residential,Manufactured Home,,5109.522,21159950100,POINT (5878192.760994348 3832560.6119619776)
695 FROG POND ROAD,Residential,Single Family Dwelling,,3263.4797,21159950100,POINT (5873503.240980409 3831105.433664949)
695 LITTLE PETER CAVE ROAD,Residential,Single Family Dwelling,,3510.727,21159950100,POINT (5877957.013775911 3837767.1225910387)
6954 MEATHOUSE ROAD,Residential,Manufactured Home,,2241.597,21159950201,POINT (5862637.676416642 3805659.127020101)
697 CRUM BRANCH,Residential,Single Family Dwelling,,2043.804,21159950201,POINT (5846173.961098924 3838151.819608925)
6971 BEAUTY ROAD,Residential,Unclassified,,3560.167,21159950100,POINT (5876142.045605165 3841872.2966092047)
698 COLLINS CREEK,Unclassified,Unclassified,,2505.293,21159950100,POINT (5882542.390821532 3845038.8171841023)
698 EAST MAIN STREET,Residential,Single Family Dwelling,,1582.289,21159950201,POINT (5850927.082471106 3854959.360199946)
698 SALTWELL ROAD,Residential,Single Family Dwelling,,3032.7195,21159950202,POINT (5843043.2736965725 3847777.7876045355)
6981 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,3362.3741999999997,21159950202,POINT (5848487.345580097 3880027.646884002)
7 CHURCH FORK,Residential,Unclassified,,1714.148,21159950202,POINT (5857986.305796603 3874185.1275110203)
7 FITCH CEMETERY ROAD,Residential,Single Family Dwelling,,1763.6026,21159950202,POINT (5849655.456189592 3881332.522588076)
7 HOLY STREET,Residential,Unclassified,,6889.573,21159950202,POINT (5847189.099937568 3854521.050765379)
70 ESTEP LANE,Unclassified,Unclassified,,1582.289,21159950202,POINT (5843658.628567205 3855986.4821130196)
70 HARVEY HORN ROAD,Residential,Manufactured Home,,2703.0694,21159950202,POINT (5856133.068272948 3861655.9347909205)
70 HEWITT AVENUE,Residential,Single Family Dwelling,,2109.719,21159950100,POINT (5888614.601437926 3842021.062565142)
70 HIMLERVILLE STREET,Residential,Single Family Dwelling,,1714.154,21159950100,POINT (5877105.137273451 3846221.2830579216)
70 HUNTERS ROAD,Residential,Manufactured Home,,3461.281,21159950202,POINT (5829345.992700159 3846475.4360202644)
70 MAYNARD LANE,Unclassified,Unclassified,,1186.725,21159950202,POINT (5848962.331682854 3879153.552797181)
70 MEGAN LANE,Residential,Manufactured Home,,2637.165,21159950201,POINT (5853068.072463396 3828814.1330572036)
70 RESERVOIR ROAD,Residential,Single Family Dwelling,,3560.1659,21159950202,POINT (5853857.165156346 3858130.279179215)
70 ROOSTER ROAD,Residential,Single Family Dwelling,,1648.224,21159950202,POINT (5839653.488012726 3873591.3212672365)
70 WARD TRAILER PARK ROAD,Residential,Unclassified,,1186.734,21159950100,POINT (5880950.177289341 3863246.8920318023)
70 WARFIELD ELEMENTARY LOOP,Residential,Unclassified,,2241.59,21159950100,POINT (5885058.2500896035 3856827.2336712745)
7006 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1846.01,21159950202,POINT (5818278.114911786 3850453.383468052)
7017 BEAUTY ROAD,Unclassified,Unclassified,,461.4986,21159950100,POINT (5876268.019874379 3842092.1594948336)
702 LITTLE LAUREL CREEK,Residential,Manufactured Home,,2109.724,21159950202,POINT (5842592.2560742395 3884096.285017251)
7025 BEAUTY ROAD,Residential,Unclassified,,1681.185,21159950100,POINT (5876345.829828799 3842098.0771713043)
7037 HIGHWAY 645,Unclassified,Unclassified,,2637.178,21159950201,POINT (5850655.637098669 3848119.5267213495)
704 COLDWATER ROAD,Residential,Single Family Dwelling,,2538.277,21159950201,POINT (5854274.296131918 3847086.986622922)
705 COLLINS BRANCH,Residential,Manufactured Home,,988.9276,21159950201,POINT (5861016.737576269 3839392.8300618376)
705 EAST MAIN STREET,Residential,Single Family Dwelling,,1318.577,21159950100,POINT (5851024.87930953 3854963.911695838)
7053 BEAUTY ROAD,Residential,Unclassified,,4202.971,21159950100,POINT (5876441.442397701 3842157.6781014954)
706 EAST MAIN STREET,Unclassified,Unclassified,,1285.623,21159950201,POINT (5850863.894722819 3854885.8614514326)
707 BLACKBERRY ROAD,Residential,Manufactured Home,,4713.9344,21159950201,POINT (5840983.6784302015 3836261.381655013)
708 JARRELL BRANCH,Residential,Single Family Dwelling,,1318.586,21159950100,POINT (5871369.294674989 3868216.355510957)
709 COLDWATER ROAD,Residential,Single Family Dwelling,,1846.016,21159950201,POINT (5854413.719849467 3847205.488324929)
709 TURKEY CREEK,Residential,Single Family Dwelling,,5521.557,21159950202,POINT (5853535.841864688 3857392.5431571943)
7097 BEAUTY ROAD,Residential,Unclassified,,3955.749,21159950100,POINT (5876651.049006032 3842282.8866824904)
71 BLUE JAY LANE,Residential,Unclassified,,1054.865,21159950300,POINT (5903696.120750637 3826530.5126195415)
71 BURCHETT LANE,Residential,Single Family Dwelling,,3131.617,21159950202,POINT (5846970.1104632355 3853186.9424423655)
71 CHARLES LANE,Residential,Single Family Dwelling,,2637.1527,21159950201,POINT (5856300.827034945 3843499.4625089127)
71 CHARLES MOLLETTE ROAD,Residential,Manufactured Home,,2505.291,21159950202,POINT (5824532.616823482 3847321.1096374174)
71 GLENN ROAD,Residential,Manufactured Home,,3692.0020999999997,21159950201,POINT (5853090.477137908 3828336.8630829835)
71 HELLEN MILLS ROAD,Residential,Manufactured Home,,3131.6065,21159950202,POINT (5857915.795765455 3862711.978468224)
71 HIMLERVILLE STREET,Residential,Unclassified,,1318.586,21159950100,POINT (5877160.133795408 3846142.8047478716)
71 JARRETT TRAILER PARK,Residential,Single Family Dwelling,,1054.857,21159950202,POINT (5841134.110004628 3840014.5159891713)
71 KENNEY HARLESS DRIVE,Residential,Manufactured Home,,1845.996,21159950202,POINT (5842331.844473584 3846854.01986215)
71 MAPLE DRIVE,Residential,Single Family Dwelling,,741.7035,21159950100,POINT (5887352.486446066 3843860.629083237)
71 MEGAN LANE,Residential,Single Family Dwelling,,1911.9627999999998,21159950201,POINT (5853032.799678955 3828620.823442818)
71 MURRAY ROAD,Residential,Single Family Dwelling,,4153.502,21159950201,POINT (5851137.502226002 3852762.703538533)
71 OSBORNE ROAD,Residential,Unclassified,,1450.439,21159950100,POINT (5869703.67771306 3849587.140499852)
71 RIVER FRONT ROAD,Commercial,Retail Trade,,3197.563,21159950100,POINT (5883636.585435006 3848360.8143177377)
71 RUSSELL GOBLE LANE,Residential,Manufactured Home,,2373.433,21159950202,POINT (5831012.280088771 3826804.3798003)
71 SUNSET LANE,Unclassified,Unclassified,,3230.5092000000004,21159950100,POINT (5880548.222413307 3863534.675962957)
71 TIPPLE ROAD,Industrial,Light,,5340.237,21159950100,POINT (5880457.298537281 3847170.7400594666)
71 WARD TRAILER PARK ROAD,Residential,Unclassified,,1054.866,21159950100,POINT (5881027.169184674 3863351.8979313932)
71 WHITE ROAD,Unclassified,Unclassified,,1054.871,21159950202,POINT (5843907.485522315 3875302.735949826)
710 CRUM BRANCH,Residential,Manufactured Home,,3329.4182,21159950201,POINT (5846078.503464105 3837882.6866292735)
710 PREECE ROAD,Unclassified,Unclassified,,5043.571,21159950201,POINT (5847635.40549367 3840808.4412944596)
711 FROG POND ROAD,Unclassified,Unclassified,,1186.74,21159950100,POINT (5873094.69335866 3831247.6587980073)
712 EAST MAIN STREET,Unclassified,Unclassified,,923.0051,21159950201,POINT (5850936.996336515 3854893.031822807)
713 NORTH WOLF CREEK,Residential,Unclassified,,2142.683,21159950100,POINT (5876702.382846971 3827311.7709614676)
714 COLDWATER ROAD,Residential,Single Family Dwelling,,3296.472,21159950201,POINT (5854299.438055125 3846990.9412161065)
714 LITTLE LAUREL CREEK,Residential,Unclassified,,1318.579,21159950202,POINT (5842526.91860914 3884034.9520557686)
715 FROG POND ROAD,Unclassified,Unclassified,,1054.864,21159950100,POINT (5872922.941446562 3831693.9812887213)
715 POPLAR FORK,Residential,Manufactured Home,,1714.163,21159950100,POINT (5872933.721143453 3847362.401276739)
715 TRACE FORK,Residential,Manufactured Home,,1582.298,21159950202,POINT (5825583.883862067 3841290.4864780554)
7159 BEAUTY ROAD,Unclassified,Unclassified,,1120.795,21159950100,POINT (5876907.919375024 3842464.7693916126)
7170 RIVER FRONT ROAD,Residential,Single Family Dwelling,,2637.145,21159950300,POINT (5903389.733359372 3828060.011615436)
7175 BEAUTY ROAD,Unclassified,Unclassified,,1120.779,21159950100,POINT (5876966.638683553 3842518.9140754985)
718 EAST MAIN STREET,Residential,Single Family Dwelling,,1846.005,21159950201,POINT (5850934.664113946 3854847.0219243225)
7180 BEAUTY ROAD,Residential,Unclassified,,1846.001,21159950100,POINT (5877121.265941863 3842439.0859742416)
719 FROG POND ROAD,Residential,Single Family Dwelling,,791.1484,21159950100,POINT (5873448.332827544 3831295.0798517987)
719 WEST EDEN LANE,Residential,Manufactured Home,,1714.15,21159950202,POINT (5839646.9623920405 3858692.9872456277)
72 DEL DRIVE,Residential,Single Family Dwelling,,2076.7624,21159950202,POINT (5844305.044824331 3857946.935935111)
72 FIRST STREET,Residential,Unclassified,,1582.307,21159950100,POINT (5888520.449686889 3842430.2856364716)
72 HODE ROAD,Residential,Single Family Dwelling,,2307.52,21159950100,POINT (5882918.447587521 3848481.249071692)
72 RESERVOIR ROAD,Residential,Single Family Dwelling,,1318.583,21159950202,POINT (5853833.280743531 3858229.0901983967)
72 SANDLICK ROAD,Residential,Single Family Dwelling,,2571.2256,21159950202,POINT (5835217.321878147 3826177.9719546265)
72 SOUTH WOLF CREEK,Residential,Single Family Dwelling,,2966.7988,21159950201,POINT (5873906.547371215 3826400.1814911435)
72 TAYLORS COURT,Commercial,Retail Trade,,1054.863,21159950100,POINT (5887631.225713543 3843575.207175903)
72 WILDFLOWER DRIVE,Residential,Single Family Dwelling,,4351.304,21159950202,POINT (5846837.406015237 3851939.1011033356)
721 CHURCH FORK,Residential,Unclassified,,3856.843,21159950202,POINT (5854103.89211647 3873042.8373464495)
721 PETER CAVE BRANCH,Residential,Manufactured Home,,922.9974,21159950202,POINT (5851412.009453105 3877234.250788428)
722 LONG BRANCH,Residential,Manufactured Home,,2076.748,21159950300,POINT (5896975.653601342 3829885.303387035)
723 WOOTEN ROAD,Residential,Single Family Dwelling,,923.0053,21159950202,POINT (5823108.471684863 3848693.524771444)
7232 RIVER FRONT ROAD,Unclassified,Unclassified,,1318.58,21159950300,POINT (5903679.983310684 3827852.986305563)
7235 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,2801.963,21159950202,POINT (5847823.102311737 3880869.455116113)
7239 BEAUTY ROAD,Residential,Unclassified,,1582.293,21159950100,POINT (5877057.199535619 3842768.2184790843)
724 BLACKBERRY ROAD,Residential,Single Family Dwelling,,1846.019,21159950201,POINT (5840899.718488246 3836377.1125686183)
724 WEST EDEN LANE,Residential,Manufactured Home,,1846.013,21159950202,POINT (5839563.08283182 3858893.9044811195)
7259 BEAUTY ROAD,Residential,Unclassified,,1846.0116,21159950100,POINT (5877000.26128112 3842799.4545762422)
726 EAST MAIN STREET,Residential,Single Family Dwelling,,2307.515,21159950201,POINT (5850943.533867303 3854807.652488849)
726 UNION ROAD,Residential,Single Family Dwelling,,1384.503,21159950202,POINT (5857409.828810499 3865340.896929515)
7265 BEAUTY ROAD,Residential,Unclassified,,1318.57,21159950100,POINT (5877041.879717755 3842902.409068775)
7266 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1252.64,21159950202,POINT (5847862.912832772 3881107.0517930733)
727 CHURCH FORK,Unclassified,Unclassified,,5241.361,21159950202,POINT (5853932.690333524 3873135.427738793)
728 POPLAR FORK,Residential,Single Family Dwelling,,1582.284,21159950100,POINT (5872914.271078722 3847436.3738232274)
7285 BEAUTY ROAD,Residential,Unclassified,,2983.269,21159950100,POINT (5876985.199648215 3843013.6217832994)
7288 BEAUTY ROAD,Residential,Unclassified,,3362.377,21159950100,POINT (5877133.879430886 3842920.4404815813)
7288 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,3461.26,21159950202,POINT (5847846.828965383 3881191.852326249)
7292 HODE ROAD,Residential,Single Family Dwelling,,5636.941900000001,21159950100,POINT (5869109.88081648 3873021.064793295)
7294 RIVER FRONT ROAD,Unclassified,Unclassified,,4779.845,21159950300,POINT (5903912.688762772 3827645.763180494)
7296 BEAUTY ROAD,Residential,Unclassified,,1054.856,21159950100,POINT (5877176.872497961 3843200.465300989)
73 AARON STREET,Residential,Single Family Dwelling,,5043.575,21159950201,POINT (5855821.909779161 3850191.7024391484)
73 BOYD WARD ROAD,Residential,Single Family Dwelling,,1582.295,21159950202,POINT (5828477.269494729 3843157.2421715287)
73 FLAT HOLLOW,Residential,Single Family Dwelling,,2472.349,21159950202,POINT (5853269.49872888 3857046.7711489)
73 FORD PLACE,Residential,Single Family Dwelling,,1582.289,21159950202,POINT (5830967.741909198 3852504.4019803354)
73 FREDDIE MOORE DRIVE,Residential,Single Family Dwelling,,1450.45,21159950300,POINT (5875446.706128675 3812224.805062692)
73 JOHN CASSIDY ROAD,Residential,Single Family Dwelling,,2637.162,21159950201,POINT (5858032.25098118 3841976.776532523)
73 MUSIC LANE,Residential,Unclassified,,1582.294,21159950100,POINT (5868448.088402671 3864688.764998706)
73 OAKIE DRIVE,Residential,Single Family Dwelling,,4021.6679999999997,21159950202,POINT (5858657.17887822 3875804.128201049)
73 RED OAK DRIVE,Unclassified,Unclassified,,2241.583,21159950202,POINT (5840216.558195754 3846077.115824142)
73 ROCKY BRANCH,Residential,Manufactured Home,,1285.615,21159950201,POINT (5872245.437190812 3825283.951635904)
73 SHEPPARD LANE,Unclassified,Unclassified,,1186.722,21159950202,POINT (5833911.471459106 3875625.602523572)
73 SHIRLEY MOORE LANE,Residential,Manufactured Home,,2966.799,21159950202,POINT (5831465.43765277 3856298.5835679444)
73 SPENCE BRANCH,Residential,Single Family Dwelling,,1911.9354,21159950202,POINT (5835471.404883508 3872957.059794785)
73 SPRING BRANCH,Residential,Unclassified,,2373.445,21159950202,POINT (5843695.748623347 3865408.5416918662)
7300 BEAUTY ROAD,Residential,Unclassified,,2406.41,21159950100,POINT (5877084.3882829 3843167.350773813)
7311 BEAUTY ROAD,Residential,Unclassified,,3263.507,21159950100,POINT (5876969.900023716 3843143.2870691363)
7314 TOMAHAWK ROAD,Residential,Single Family Dwelling,,3181.065,21159950202,POINT (5816702.080890286 3850317.7590634623)
732 BIG LICK ROAD,Unclassified,Unclassified,,1977.865,21159950202,POINT (5847841.648584017 3870867.3669565893)
732 HODE ROAD,Unclassified,Unclassified,,2637.156,21159950100,POINT (5882619.879265786 3851575.8438823144)
7326 BEAUTY ROAD,Residential,Unclassified,,2241.573,21159950100,POINT (5877081.06961226 3843253.7854141304)
7327 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1054.866,21159950202,POINT (5816753.373070561 3850261.1284008673)
733 TURKEY CREEK,Residential,Single Family Dwelling,,8768.547,21159950202,POINT (5853651.177117814 3857572.409504548)
7332 RIVER FRONT ROAD,Residential,Unclassified,,1977.868,21159950300,POINT (5904039.089972945 3827400.646996014)
7349 BEAUTY ROAD,Unclassified,Unclassified,,791.1558,21159950100,POINT (5876921.501136081 3843333.6150120352)
735 COLLINS BRANCH,Residential,Manufactured Home,,1977.862,21159950201,POINT (5861078.043818421 3839452.1716634473)
7351 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2769.024,21159950202,POINT (5816634.314867416 3850159.4715407332)
736 COLDWATER ROAD,Residential,Single Family Dwelling,,3263.503,21159950201,POINT (5854415.833283879 3846915.1029754994)
7366 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,4120.5575,21159950202,POINT (5847685.567779185 3881365.4136358164)
737 CHURCH FORK,Residential,Manufactured Home,,791.1436,21159950202,POINT (5854087.646497651 3873315.14488261)
737 COLLINS BRANCH,Residential,Manufactured Home,,2670.122,21159950201,POINT (5861258.939571521 3839510.6196111757)
7382 BEAUTY ROAD,Residential,Single Family Dwelling,,988.9285,21159950100,POINT (5877086.519016678 3843476.3139034077)
74 DELONG FANNIN LANE,Residential,Single Family Dwelling,,1450.438,21159950202,POINT (5846690.351099853 3881659.305133459)
74 HORSE BRANCH,Residential,Unclassified,,2538.2479999999996,21159950202,POINT (5830475.62145767 3848870.754469745)
74 JAMES CHARLES DRIVE,Residential,Unclassified,,1846.007,21159950202,POINT (5858314.57265524 3872701.7126023285)
74 MARCUMTOWN ROAD,Residential,Unclassified,,1120.789,21159950202,POINT (5847940.849987372 3888704.5786069827)
74 MOLLETT BRANCH,Residential,Single Family Dwelling,,2801.994,21159950202,POINT (5829351.674420211 3845551.198075222)
74 OLD MIDDLE FORK,Residential,Single Family Dwelling,,3774.434,21159950202,POINT (5847636.139915931 3854820.3722088602)
74 SETSER BRANCH,Residential,Single Family Dwelling,,1186.717,21159950202,POINT (5832492.3999062665 3827402.360009872)
74 YOUNG ESTATE,Residential,Manufactured Home,,2472.337,21159950201,POINT (5853869.252003017 3847136.8361409777)
740 HONEY BRANCH INDUSTRIAL PARK,Industrial,Light,,41222.062999999995,21159950201,POINT (5819728.320977556 3816387.8045168463)
7401 BEAUTY ROAD,Residential,Unclassified,,2373.452,21159950100,POINT (5876793.698449283 3843575.9118431094)
7402 TOMAHAWK ROAD,Residential,Single Family Dwelling,,692.2546,21159950202,POINT (5816356.21481628 3850103.971963385)
7403 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2571.2203,21159950202,POINT (5816384.215333629 3849914.8750477866)
742 COLLINS CREEK,Residential,Single Family Dwelling,,1054.86,21159950100,POINT (5882338.671060023 3844900.363447128)
742 MIDDLE FORK DAVIS BRANCH,Residential,Manufactured Home,,1846.0371,21159950202,POINT (5838301.994644645 3840233.1179630626)
7421 RIVER FRONT ROAD,Unclassified,Unclassified,,6675.314,21159950300,POINT (5904541.795316331 3827591.0218856675)
743 SPRING BRANCH,Unclassified,Unclassified,,395.5729,21159950202,POINT (5846657.422250468 3867891.172174292)
7431 BEAUTY ROAD,Residential,Manufactured Home,,2109.729,21159950100,POINT (5876731.963374724 3843744.245754644)
745 BIG BRANCH,Residential,Manufactured Home,,4483.155,21159950100,POINT (5877887.185551482 3832287.059783436)
7466 MEATHOUSE ROAD,Unclassified,Unclassified,,527.4401,21159950201,POINT (5861849.265207781 3803417.96470996)
7470 BEAUTY ROAD,Residential,Single Family Dwelling,,2637.1601,21159950100,POINT (5876849.62445261 3843963.0473109507)
7470 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1384.511,21159950202,POINT (5816059.086961989 3849904.0243689353)
7488 BEAUTY ROAD,Residential,Single Family Dwelling,,1780.093,21159950100,POINT (5876835.843148268 3844049.867932063)
