PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,area,bg,geometry,res,mfh,ind,com,caf,gro,type,index_right,TRACT,BLKGRP
5716 HODE ROAD,Residential,['Single Family Dwelling'],,2637.16,9501001,POINT (5875356.848397004 3868513.3007495063),True,False,False,False,False,False,res,0,950100,1
5716 NORTH WOLF CREEK,Residential,['Unclassified'],,1483.392,9501003,POINT (5886866.300835135 3840782.483795927),True,False,False,False,False,False,res,1,950100,3
5717 HODE ROAD,Residential,['Single Family Dwelling'],,1269.124,9501001,POINT (5875161.1185901575 3868283.216988768),True,False,False,False,False,False,res,0,950100,1
572 BIG LICK ROAD,Unclassified,['Unclassified'],,2307.513,9502021,POINT (5847377.184406368 3871295.237377219),False,False,False,True,False,False,com,14,950202,1
572 WOOTEN ROAD,Unclassified,['Retail Trade'],,1780.072,9502023,POINT (5823511.645234019 3849134.759141432),False,False,False,False,True,False,caf,16,950202,3
573 BIG ELK ROAD,Residential,['Single Family Dwelling'],,1813.037,9501002,POINT (5876185.218340202 3848666.196816076),True,False,False,False,False,False,res,2,950100,2
573 WICKERFIELD ROAD,Residential,['Single Family Dwelling'],,3131.644,9502011,POINT (5850143.248269957 3855464.7690146286),True,False,False,False,False,False,res,19,950201,1
5734 NORTH WOLF CREEK,Residential,['Unclassified'],,2109.728,9501003,POINT (5886949.561369099 3840929.5873967074),True,False,False,False,False,False,res,1,950100,3
5738 HODE ROAD,Residential,['Single Family Dwelling'],,2703.0785,9501001,POINT (5875198.627850226 3868475.936549423),True,False,False,False,False,False,res,0,950100,1
574 CRUM BRANCH,Residential,['Manufactured Home'],,2406.393,9502011,POINT (5845433.508019815 3838284.717816116),True,False,False,False,False,False,res,19,950201,1
5742 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,1054.87,9502024,POINT (5825379.679228097 3833387.9321883684),True,False,False,False,False,False,res,17,950202,4
5748 HIGHWAY 645,Unclassified,['Retail Trade'],,9328.948,9502024,POINT (5844499.597588975 3850311.652867469),False,False,False,False,True,False,caf,17,950202,4
575 JOHNSON BOTTOM,Residential,['Single Family Dwelling'],,3098.6805999999997,9502022,POINT (5844999.983175972 3876521.8228954645),True,False,False,False,False,False,res,15,950202,2
5756 HODE ROAD,Residential,['Single Family Dwelling'],,5406.1566,9501001,POINT (5875327.40799686 3868677.828401467),True,False,False,False,False,False,res,0,950100,1
576 WICKERFIELD ROAD,Residential,['Single Family Dwelling'],,3955.724,9502011,POINT (5850345.7621545475 3855493.3811482443),True,False,False,False,False,False,res,19,950201,1
577 COLLINS CREEK,Residential,['Manufactured Home'],,3362.385,9501003,POINT (5883162.947090611 3845219.681756952),True,False,False,False,False,False,res,1,950100,3
577 EAST MAIN STREET,Residential,['Single Family Dwelling'],,6691.797,9502021,POINT (5850814.6896194555 3855614.3314325553),True,False,False,False,False,False,res,14,950202,1
5774 HODE ROAD,Residential,['Single Family Dwelling'],,5125.998,9501001,POINT (5875052.395214369 3868736.4172747503),True,False,False,False,False,False,res,0,950100,1
5774 NORTH WOLF CREEK,Unclassified,['Unclassified'],,1977.856,9501003,POINT (5887034.826367348 3841075.6250996203),False,False,False,True,False,False,com,1,950100,3
5775 NORTH WOLF CREEK,Agriculture,['Agriculture'],,3164.6,9501003,POINT (5886873.424779711 3841159.4343941538),False,False,False,True,False,False,com,1,950100,3
578 JOHNSON BOTTOM,Residential,['Single Family Dwelling'],,1648.24,9502022,POINT (5845053.970251057 3876387.7974943332),True,False,False,False,False,False,res,15,950202,2
579 OLD MIDDLE FORK,Residential,['Single Family Dwelling'],,1846.005,9502011,POINT (5847759.423561195 3852512.843876874),True,False,False,False,False,False,res,19,950201,1
579 WILDCAT BRANCH,Residential,['Manufactured Home'],,2192.1552,9502023,POINT (5824257.36245248 3846704.89543117),True,False,False,False,False,False,res,16,950202,3
5792 HODE ROAD,Residential,['Single Family Dwelling'],,4746.9087,9501001,POINT (5874957.118488676 3868831.912921276),True,False,False,False,False,False,res,0,950100,1
58 CHASE LANE,Residential,['Single Family Dwelling'],,4384.256,9502011,POINT (5853493.9345808355 3847823.152091276),True,False,False,False,False,False,res,19,950201,1
58 EVERETT ROAD,Residential,['Unclassified'],,1977.865,9501003,POINT (5877290.502092617 3842334.471247231),True,False,False,False,False,False,res,1,950100,3
58 HAVEN PLACE,Residential,['Single Family Dwelling'],,5538.021,9502011,POINT (5816065.151358232 3812220.4701441256),True,False,False,False,False,False,res,19,950201,1
58 HEWITT AVENUE,Residential,['Unclassified'],,3164.588,9501003,POINT (5888622.793455199 3841961.7873232043),True,False,False,False,False,False,res,1,950100,3
58 HOLDEN SPUR,Residential,['Single Family Dwelling'],,1054.846,9502011,POINT (5839892.379581478 3828228.1436666357),True,False,False,False,False,False,res,19,950201,1
58 JACOBS PLACE,Residential,['Single Family Dwelling'],,2801.971,9501001,POINT (5877137.968384342 3867140.19427667),True,False,False,False,False,False,res,0,950100,1
58 JARRETT TRAILER PARK,Residential,['Single Family Dwelling'],,1054.86,9502024,POINT (5841054.950082146 3840155.1236638515),True,False,False,False,False,False,res,17,950202,4
58 LOCUST COURT,Residential,['Single Family Dwelling'],,1450.426,9501003,POINT (5886792.295849898 3844208.97407797),True,False,False,False,False,False,res,1,950100,3
58 LUSTER LANE,Residential,['Manufactured Home'],,3098.649,9503001,POINT (5873663.242140008 3824979.5000377945),True,False,False,False,False,False,res,3,950300,1
58 MARY DRIVE,Residential,['Manufactured Home'],,1714.148,9502011,POINT (5853320.615011613 3849744.6126219095),True,False,False,False,False,False,res,19,950201,1
58 NEWSOME ROAD,Unclassified,['Unclassified'],,1054.86,9502024,POINT (5840090.256208014 3836107.979913414),False,False,False,True,False,False,com,17,950202,4
58 OAKEY LANE,Residential,['Single Family Dwelling'],,1582.302,9502022,POINT (5835455.838342282 3868529.966955202),True,False,False,False,False,False,res,15,950202,2
58 QUAIL HOLLOW,Commercial,['Retail Trade'],,1846.014,9502021,POINT (5846413.829123951 3856746.666772372),False,False,False,True,False,False,com,14,950202,1
58 ROCKCASTLE ROAD,Unclassified,['Retail Trade'],,14883.44,9502021,POINT (5847225.159083973 3855935.7996959505),False,False,False,False,True,False,caf,14,950202,1
58 SANDLICK ROAD,Residential,['Single Family Dwelling'],,3889.7976,9502024,POINT (5835085.590774622 3826270.804789621),True,False,False,False,False,False,res,17,950202,4
58 SHADLE FLETCHER LANE,Residential,['Single Family Dwelling'],,2389.949,9502011,POINT (5845932.677148662 3838517.0852812747),True,False,False,False,False,False,res,19,950201,1
58 SPRING BRANCH,Residential,['Unclassified'],,1977.865,9502021,POINT (5843765.560433529 3865252.1873825607),True,False,False,False,False,False,res,14,950202,1
58 TAYLORS COURT,Commercial,['Retail Trade'],,988.9436,9501003,POINT (5887575.328068571 3843516.463841922),False,False,False,True,False,False,com,1,950100,3
58 TRAVIS JOHNSON PLACE,Residential,['Manufactured Home'],,2373.436,9502023,POINT (5821766.103163983 3848698.0050914725),True,False,False,False,False,False,res,16,950202,3
58 WEST EDEN LANE,Residential,['Single Family Dwelling'],,4285.395,9502022,POINT (5842606.90005038 3859799.796477512),True,False,False,False,False,False,res,15,950202,2
58 WILDCAT BRANCH,Residential,['Single Family Dwelling'],,2966.812,9502023,POINT (5824115.566922882 3849169.13647155),True,False,False,False,False,False,res,16,950202,3
582 MOORE BRANCH,Residential,['Single Family Dwelling'],,3362.375,9502011,POINT (5854258.168952476 3842488.9016425856),True,False,False,False,False,False,res,19,950201,1
582 NORTH WOLF CREEK,Residential,['Unclassified'],,6395.1048,9503001,POINT (5876403.294115478 3825999.5689079585),True,False,False,False,False,False,res,3,950300,1
582 SALTWELL ROAD,Agriculture,['Retail Trade'],,10350.8446,9502024,POINT (5843437.928531169 3848029.75222192),False,False,False,False,True,False,caf,17,950202,4
583 BIG BRANCH,Residential,['Single Family Dwelling'],,1318.587,9501003,POINT (5878701.1354808 3832729.958461448),True,False,False,False,False,False,res,1,950100,3
583 WOOTEN ROAD,Unclassified,['Retail Trade'],,593.3735,9502023,POINT (5823593.289875752 3848982.122074608),False,False,False,False,True,False,caf,16,950202,3
584 JONES FORK,Residential,['Single Family Dwelling'],,1450.445,9502011,POINT (5842111.871746629 3831657.608272693),True,False,False,False,False,False,res,19,950201,1
584 SOUTH WOLF CREEK,Residential,['Single Family Dwelling'],,3032.721,9502012,POINT (5872354.432697867 3825012.6853181254),True,False,False,False,False,False,res,18,950201,2
5841 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,988.924,9502024,POINT (5824815.796464938 3833404.3387587974),True,False,False,False,False,False,res,17,950202,4
586 HAMMOND LOOP,Residential,['Single Family Dwelling'],,2719.58,9502022,POINT (5846086.049682864 3881181.8292892314),True,False,False,False,False,False,res,15,950202,2
586 PREECE ROAD,Residential,['Manufactured Home'],,1054.856,9502011,POINT (5847131.122797345 3841238.0901311045),True,False,False,False,False,False,res,19,950201,1
5866 ROCKCASTLE ROAD,Residential,['Unclassified'],,2109.727,9502021,POINT (5847545.408756185 3876610.1527992496),True,False,False,False,False,False,res,14,950202,1
587 BIG ELK ROAD,Unclassified,['Unclassified'],,2966.8139,9501002,POINT (5876377.576844045 3848854.873753688),False,False,False,True,False,False,com,2,950100,2
5878 BLACKLOG ROAD,Residential,['Manufactured Home'],,1977.869,9501003,POINT (5870701.726110247 3842751.9714390505),True,False,False,False,False,False,res,1,950100,3
5881 TOMAHAWK ROAD,Residential,['Single Family Dwelling'],,3494.2262,9502023,POINT (5823348.370922562 3852083.611772942),True,False,False,False,False,False,res,16,950202,3
5885 TOMAHAWK ROAD,Residential,['Single Family Dwelling'],,2637.159,9502023,POINT (5823175.479880699 3852020.506629535),True,False,False,False,False,False,res,16,950202,3
589 EAST MAIN STREET,Residential,['Single Family Dwelling'],,2307.512,9502021,POINT (5850809.963235756 3855510.7204877855),True,False,False,False,False,False,res,14,950202,1
59 HOWELL ROAD,Residential,['Manufactured Home'],,2307.514,9501003,POINT (5881403.058136768 3844464.0083265435),True,False,False,False,False,False,res,1,950100,3
59 JACOBS PLACE,Residential,['Manufactured Home'],,3560.191,9501001,POINT (5877064.082773605 3867250.983792767),True,False,False,False,False,False,res,0,950100,1
59 MANN DRIVE,Residential,['Single Family Dwelling'],,923.0001,9501002,POINT (5871155.082562696 3861479.655838057),True,False,False,False,False,False,res,2,950100,2
59 MUDLICK ROAD,Residential,['Manufactured Home'],,2966.813,9502024,POINT (5838644.720873961 3828364.6176517424),True,False,False,False,False,False,res,17,950202,4
59 SANSOM DRIVE,Residential,['Unclassified'],,2307.539,9502021,POINT (5849180.4292130405 3871520.3428588375),True,False,False,False,False,False,res,14,950202,1
59 TAYLORS COURT,Commercial,['Retail Trade'],,1186.711,9501003,POINT (5887489.93092908 3843610.5575798107),False,False,False,True,False,False,com,1,950100,3
5901 NORTH WOLF CREEK,Residential,['Single Family Dwelling'],,1450.444,9501003,POINT (5887417.835650171 3841631.027194823),True,False,False,False,False,False,res,1,950100,3
5906 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,2769.0278,9502024,POINT (5824668.1119852895 3833742.1074653217),True,False,False,False,False,False,res,17,950202,4
591 COLLINS CREEK,Residential,['Single Family Dwelling'],,3757.956,9501003,POINT (5883074.339508895 3845213.9313102597),True,False,False,False,False,False,res,1,950100,3
591 SALTWELL ROAD,Residential,['Unclassified'],,2307.513,9502024,POINT (5843554.451198666 3847743.235884587),True,False,False,False,False,False,res,17,950202,4
592 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,2043.8056000000001,9502022,POINT (5842749.557435059 3884434.3438830124),True,False,False,False,False,False,res,15,950202,2
592 WEST EDEN LANE,Residential,['Manufactured Home'],,4499.649,9502022,POINT (5840243.967801413 3858960.994297056),True,False,False,False,False,False,res,15,950202,2
5924 ROCKCASTLE ROAD,Unclassified,['Retail Trade'],,1615.2656000000002,9502021,POINT (5847660.275251653 3876779.617333374),False,False,False,False,True,False,caf,14,950202,1
593 HALLS BRANCH,Residential,['Single Family Dwelling'],,3230.5101,9502023,POINT (5830407.395589919 3859286.010120374),True,False,False,False,False,False,res,16,950202,3
593 OLD MIDDLE FORK,Residential,['Manufactured Home'],,1846.017,9502011,POINT (5847749.762985539 3852452.76327313),True,False,False,False,False,False,res,19,950201,1
5934 ROCKCASTLE ROAD,Residential,['Unclassified'],,1483.402,9502021,POINT (5847703.636899704 3877024.9964578873),True,False,False,False,False,False,res,14,950202,1
5940 ROCKCASTLE ROAD,Residential,['Unclassified'],,2900.869,9502021,POINT (5847614.801335211 3877103.6803455194),True,False,False,False,False,False,res,14,950202,1
595 TOMAHAWK ROAD,Residential,['Manufactured Home'],,2373.4355,9502024,POINT (5840073.217530435 3855896.6483428027),True,False,False,False,False,False,res,17,950202,4
595 WICKERFIELD ROAD,Residential,['Single Family Dwelling'],,494.4703,9502011,POINT (5850207.441899862 3855623.7389710587),True,False,False,False,False,False,res,19,950201,1
5958 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,593.3568,9502024,POINT (5824391.318392378 3833622.3655795683),True,False,False,False,False,False,res,17,950202,4
597 BIG BRANCH,Residential,['Single Family Dwelling'],,4268.9169999999995,9501003,POINT (5878682.749664355 3832629.985432394),True,False,False,False,False,False,res,1,950100,3
598 SANDLICK ROAD,Unclassified,['Retail Trade'],,1648.214,9502024,POINT (5834689.312212975 3823795.3292163746),False,False,False,False,True,False,caf,17,950202,4
5983 NORTH WOLF CREEK,Residential,['Single Family Dwelling'],,3889.8008999999997,9501003,POINT (5887652.845128404 3841718.8898294135),True,False,False,False,False,False,res,1,950100,3
5986 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,1285.614,9502024,POINT (5824329.166781683 3833550.4092984633),True,False,False,False,False,False,res,17,950202,4
6 CAMP BRANCH,Residential,['Single Family Dwelling'],,2307.499,9502011,POINT (5854058.0630578855 3847503.8904396715),True,False,False,False,False,False,res,19,950201,1
6 STACY HILL,Residential,['Unclassified'],,1318.581,9502011,POINT (5852030.736274456 3852703.426460864),True,False,False,False,False,False,res,19,950201,1
60 ALEXS PLACE,Residential,['Manufactured Home'],,1977.854,9502023,POINT (5831248.009049816 3855948.429678004),True,False,False,False,False,False,res,16,950202,3
60 BEAGLE DRIVE,Unclassified,['Unclassified'],,3329.433,9502024,POINT (5828615.12998891 3834074.5406303667),False,False,False,True,False,False,com,17,950202,4
60 CARDINAL LANE,Unclassified,['Retail Trade'],,2637.153,9502011,POINT (5850844.1227928 3853905.572704226),False,False,False,False,True,False,caf,19,950201,1
60 COOK DRIVE,Residential,['Manufactured Home'],,7252.162,9502011,POINT (5843440.555211137 3833187.116679349),True,False,False,False,False,False,res,19,950201,1
60 ERNEST PORTER DRIVE,Residential,['Unclassified'],,1450.436,9502024,POINT (5839541.9497477375 3839897.2723288625),True,False,False,False,False,False,res,17,950202,4
60 FIRST STREET,Residential,['Unclassified'],,3164.581,9501003,POINT (5888449.083143578 3842389.3501433297),True,False,False,False,False,False,res,1,950100,3
60 GARLAND SPENCE DRIVE,Residential,['Single Family Dwelling'],,1186.718,9502021,POINT (5845376.290110848 3869792.393360825),True,False,False,False,False,False,res,14,950202,1
60 HOWARD SPENCE ROAD,Residential,['Manufactured Home'],,1895.4561999999999,9502024,POINT (5836631.76707567 3858872.5113058626),True,False,False,False,False,False,res,17,950202,4
60 JOSEPH LANE,Unclassified,['Unclassified'],,593.3574,9502012,POINT (5859061.825624419 3847581.1006490896),False,False,False,True,False,False,com,18,950201,2
60 JOYCE LANE,Residential,['Single Family Dwelling'],,4763.3431,9502024,POINT (5830441.90103139 3825334.8637526296),True,False,False,False,False,False,res,17,950202,4
60 MAPLE DRIVE,Residential,['Single Family Dwelling'],,8191.6630000000005,9501003,POINT (5887317.240702975 3843715.1984746167),True,False,False,False,False,False,res,1,950100,3
60 MEADOW LARK LANE,Residential,['Temporary Lodging'],,2637.1710000000003,9502021,POINT (5863490.236748483 3876552.6513863876),False,False,False,True,False,False,com,14,950202,1
60 MORGAN KIRK LOOP,Residential,['Unclassified'],,3032.736,9502021,POINT (5850555.601049031 3871314.021188541),True,False,False,False,False,False,res,14,950202,1
60 RESERVOIR ROAD,Residential,['Manufactured Home'],,1054.87,9502021,POINT (5853835.270334195 3858297.559465674),True,False,False,False,False,False,res,14,950202,1
60 TIPPLE ROAD,Residential,['Single Family Dwelling'],,7153.3189999999995,9501003,POINT (5880098.264174118 3847023.2235574857),True,False,False,False,False,False,res,1,950100,3
600 JOHNSON BOTTOM,Residential,['Unclassified'],,1582.299,9502022,POINT (5845169.005448567 3876377.059368172),True,False,False,False,False,False,res,15,950202,2
600 LITTLE LAUREL CREEK,Residential,['Single Family Dwelling'],,1846.013,9502022,POINT (5842824.348820246 3884311.8695776933),True,False,False,False,False,False,res,15,950202,2
6006 NORTH WOLF CREEK,Residential,['Manufactured Home'],,8867.482,9501003,POINT (5887989.005584684 3841611.7351465425),True,False,False,False,False,False,res,1,950100,3
602 CAMP BRANCH,Residential,['Single Family Dwelling'],,1087.821,9502011,POINT (5852211.964190212 3845316.389202706),True,False,False,False,False,False,res,19,950201,1
603 EAST MAIN STREET,Commercial,['Retail Trade'],,3692.019,9502021,POINT (5850878.462777438 3855471.239868255),False,False,False,True,False,False,com,14,950202,1
603 ORVILLE ROAD,Residential,['Single Family Dwelling'],,1813.0443,9502023,POINT (5818118.265168111 3847703.193552626),True,False,False,False,False,False,res,16,950202,3
603 UNION ROAD,Residential,['Single Family Dwelling'],,2241.595,9502021,POINT (5857229.594413741 3865156.303699524),True,False,False,False,False,False,res,14,950202,1
6043 TOMAHAWK ROAD,Residential,['Manufactured Home'],,1878.984,9502023,POINT (5822523.2006735755 3851696.9727917067),True,False,False,False,False,False,res,16,950202,3
605 BIG LICK ROAD,Unclassified,['Unclassified'],,5010.609,9502021,POINT (5847533.909484818 3871491.762834811),False,False,False,True,False,False,com,14,950202,1
605 TURKEY CREEK,Residential,['Unclassified'],,1846.012,9502021,POINT (5853254.156422472 3856960.9039996536),True,False,False,False,False,False,res,14,950202,1
6056 MEATHOUSE ROAD,Unclassified,['Retail Trade'],,3856.824,9502012,POINT (5860894.983577353 3807924.398279898),False,False,False,False,True,False,caf,18,950201,2
608 SOUTH WOLF CREEK,Residential,['Single Family Dwelling'],,3593.1490000000003,9502012,POINT (5872272.398320879 3824838.056861929),True,False,False,False,False,False,res,18,950201,2
6083 PIGEON ROOST ROAD,Unclassified,['Unclassified'],,1977.862,9503001,POINT (5879564.222741457 3800852.861361501),False,False,False,True,False,False,com,3,950300,1
6091 TOMAHAWK ROAD,Unclassified,['Unclassified'],,1878.984,9502023,POINT (5822241.548218387 3851934.813841563),False,False,False,True,False,False,com,16,950202,3
61 APPLE ORCHARD ROAD,Residential,['Unclassified'],,2637.163,9502011,POINT (5858100.891336057 3837312.3218890037),True,False,False,False,False,False,res,19,950201,1
61 DALLAS CRUM CEMETERY ROAD,Unclassified,['Retail Trade'],,3230.537,9501002,POINT (5873177.09849994 3858352.173544695),False,False,False,False,True,False,caf,2,950100,2
61 JACKSON ROAD,Residential,['Manufactured Home'],,1483.411,9502024,POINT (5834596.645986047 3827993.4641866386),True,False,False,False,False,False,res,17,950202,4
61 JUSTICE MUNCY CEMETERY LANE,Residential,['Manufactured Home'],,2801.963,9502021,POINT (5846219.078301362 3871802.832465227),True,False,False,False,False,False,res,14,950202,1
61 MARCUM MOORE LANE,Residential,['Manufactured Home'],,1582.286,9502011,POINT (5855990.57026695 3844624.4328895267),True,False,False,False,False,False,res,19,950201,1
61 OAKIE DRIVE,Residential,['Single Family Dwelling'],,1054.865,9502021,POINT (5858660.179208985 3875636.4483162346),True,False,False,False,False,False,res,14,950202,1
61 ROGER MOORE ROAD,Residential,['Single Family Dwelling'],,3115.152,9502023,POINT (5832382.065866304 3858789.7729511233),True,False,False,False,False,False,res,16,950202,3
61 TWIN BRANCH,Unclassified,['Unclassified'],,3626.0842000000002,9502021,POINT (5844157.69851563 3863725.5018433174),False,False,False,True,False,False,com,14,950202,1
610 FROG POND ROAD,Residential,['Single Family Dwelling'],,1384.518,9501003,POINT (5873755.938463197 3830661.4588101334),True,False,False,False,False,False,res,1,950100,3
611 CAMP BRANCH,Residential,['Single Family Dwelling'],,1846.01,9502011,POINT (5852265.031560333 3845168.2431272706),True,False,False,False,False,False,res,19,950201,1
6116 ROCKHOUSE ROAD,Residential,['Single Family Dwelling'],,1780.085,9502024,POINT (5823694.290254095 3833577.0964392056),True,False,False,False,False,False,res,17,950202,4
613 BIG BRANCH,Residential,['Single Family Dwelling'],,1977.866,9501003,POINT (5878533.636145853 3832698.980906297),True,False,False,False,False,False,res,1,950100,3
6146 PIGEON ROOST ROAD,Unclassified,['Retail Trade'],,791.1453,9503001,POINT (5879676.870272417 3800482.7454614704),False,False,False,False,True,False,caf,3,950300,1
615 HALLS BRANCH,Residential,['Single Family Dwelling'],,1450.437,9502023,POINT (5830141.985738775 3859226.8934774017),True,False,False,False,False,False,res,16,950202,3
615 SALTWELL ROAD,Residential,['Single Family Dwelling'],,3560.173,9502024,POINT (5842832.725142217 3847266.4693479785),True,False,False,False,False,False,res,17,950202,4
6159 ROCKHOUSE ROAD,Residential,['Manufactured Home'],,1846.011,9502024,POINT (5823532.205220584 3833278.0262668976),True,False,False,False,False,False,res,17,950202,4
616 JACK CASSADY BRANCH,Residential,['Single Family Dwelling'],,1582.293,9502012,POINT (5859589.966692906 3834182.1399667477),True,False,False,False,False,False,res,18,950201,2
617 LITTLE LICK ROAD,Residential,['Single Family Dwelling'],,1582.302,9502021,POINT (5849841.895931167 3874676.334051672),True,False,False,False,False,False,res,14,950202,1
618 LITTLE LICK ROAD,Residential,['Single Family Dwelling'],,2373.437,9502021,POINT (5849849.8319828985 3874480.882696328),True,False,False,False,False,False,res,14,950202,1
618 WEST EDEN LANE,Residential,['Manufactured Home'],,1318.571,9502022,POINT (5840134.123738563 3858897.7539826212),True,False,False,False,False,False,res,15,950202,2
62 BLACKBURN AND DIALS ROAD,Residential,['Single Family Dwelling'],,4516.1284000000005,9502024,POINT (5833244.047593935 3855751.0777084148),True,False,False,False,False,False,res,17,950202,4
62 CAKE LANE,Residential,['Single Family Dwelling'],,2769.02,9502011,POINT (5853756.48060959 3847528.3752021454),True,False,False,False,False,False,res,19,950201,1
62 KENNEY HARLESS DRIVE,Unclassified,['Retail Trade'],,1384.523,9502024,POINT (5841793.963810856 3846909.4507909254),False,False,False,False,True,False,caf,17,950202,4
62 KIRK PLAZA,Residential,['Unclassified'],,2521.786,9502024,POINT (5846832.282357109 3846806.721231566),True,False,False,False,False,False,res,17,950202,4
62 MAUDE ROAD,Residential,['Multi - Family Dwelling'],,34612.7171,9502021,POINT (5851989.448317671 3856180.8740979843),False,True,False,False,False,False,mfh,14,950202,1
62 MAYNARD FLATS,Residential,['Manufactured Home'],,1087.838,9501003,POINT (5881080.392789888 3834443.178361292),True,False,False,False,False,False,res,1,950100,3
62 PANHEAD DRIVE,Residential,['Single Family Dwelling'],,5307.2748,9501002,POINT (5853504.966432349 3856183.8533611675),True,False,False,False,False,False,res,2,950100,2
62 RALPH MOORE LANE,Residential,['Single Family Dwelling'],,2966.807,9502012,POINT (5868409.959017569 3830773.524826631),True,False,False,False,False,False,res,18,950201,2
62 ROGER MOORE ROAD,Residential,['Manufactured Home'],,4615.0129,9502023,POINT (5832242.876561241 3858808.370878559),True,False,False,False,False,False,res,16,950202,3
62 SOUTH MILO ROAD,Unclassified,['Retail Trade'],,1186.719,9502022,POINT (5835112.943118516 3861376.4256016077),False,False,False,False,True,False,caf,15,950202,2
62 TINEY POINT,Unclassified,['Retail Trade'],,1582.286,9502023,POINT (5819470.371858236 3850361.5237211557),False,False,False,False,True,False,caf,16,950202,3
6203 BEAUTY ROAD,Residential,['Single Family Dwelling'],,2373.444,9501002,POINT (5872474.014989836 3842441.988097729),True,False,False,False,False,False,res,2,950100,2
622 LITTLE PETER CAVE ROAD,Residential,['Unclassified'],,3659.047,9501003,POINT (5878337.112754478 3838109.9636923056),True,False,False,False,False,False,res,1,950100,3
6222 TOMAHAWK ROAD,Residential,['Manufactured Home'],,2834.9424999999997,9502023,POINT (5821678.390091973 3852313.0632538404),True,False,False,False,False,False,res,16,950202,3
6223 BEAUTY ROAD,Residential,['Single Family Dwelling'],,2637.169,9501002,POINT (5872518.053340984 3842515.3953123065),True,False,False,False,False,False,res,2,950100,2
6249 HODE ROAD,Unclassified,['Retail Trade'],,3823.888,9501001,POINT (5873140.300725871 3870222.110344281),False,False,False,False,True,False,caf,0,950100,1
625 LITTLE ELK HODE ROAD,Residential,['Manufactured Home'],,1582.291,9501001,POINT (5878163.61191688 3861795.142048349),True,False,False,False,False,False,res,0,950100,1
6279 ROCKCASTLE ROAD,Unclassified,['Unclassified'],,1846.0165000000002,9502022,POINT (5846256.952274848 3878218.890950773),False,False,False,True,False,False,com,15,950202,2
628 FEDERAL DRIVE,Residential,['Institutional Dormitory'],,419802.9332,9502011,POINT (5817728.119928958 3819230.300862178),False,True,False,False,False,False,mfh,19,950201,1
628 SANDLICK ROAD,Residential,['Single Family Dwelling'],,1846.009,9502024,POINT (5834500.5476126885 3823441.8640284142),True,False,False,False,False,False,res,17,950202,4
6284 BEAUTY ROAD,Unclassified,['Unclassified'],,1120.793,9501003,POINT (5872757.189039181 3841992.136898722),False,False,False,True,False,False,com,1,950100,3
629 BONE HOLLOW,Residential,['Single Family Dwelling'],,3560.184,9501002,POINT (5873537.679715426 3844755.6402543294),True,False,False,False,False,False,res,2,950100,2
629 FROG POND ROAD,Residential,['Single Family Dwelling'],,1977.8742000000002,9501003,POINT (5873579.911347774 3830914.9354449073),True,False,False,False,False,False,res,1,950100,3
6294 BEAUTY ROAD,Residential,['Unclassified'],,2439.3723,9501003,POINT (5872839.030322458 3841952.794236032),True,False,False,False,False,False,res,1,950100,3
63 ARLEN LANE,Residential,['Single Family Dwelling'],,2142.702,9502021,POINT (5851477.550417794 3856249.304369627),True,False,False,False,False,False,res,14,950202,1
63 BLUE JAY LANE,Residential,['Unclassified'],,2307.52,9503001,POINT (5903841.415272376 3826478.961517959),True,False,False,False,False,False,res,3,950300,1
63 EAST MAIN STREET,Commercial,['Professional/Technical Services'],,2109.72,9502021,POINT (5848207.043251383 3855058.4944290766),False,False,False,True,False,False,com,14,950202,1
63 EDWIN FANNIN ROAD,Residential,['Single Family Dwelling'],,1977.868,9502022,POINT (5844076.056154602 3875981.588148927),True,False,False,False,False,False,res,15,950202,2
63 EVERETT ROAD,Residential,['Unclassified'],,2670.1326,9501003,POINT (5877351.730843087 3842398.267656184),True,False,False,False,False,False,res,1,950100,3
63 FIELDS TRAILER COURT,Residential,['Unclassified'],,3362.3810000000003,9502023,POINT (5832857.270835655 3858658.860483799),True,False,False,False,False,False,res,16,950202,3
63 HARDINVILLE ROAD,Residential,['Single Family Dwelling'],,1977.867,9502011,POINT (5852879.3426394975 3851904.5426809588),True,False,False,False,False,False,res,19,950201,1
63 JORDAN HOLLOW,Residential,['Single Family Dwelling'],,3576.641,9503001,POINT (5883123.680587646 3827209.790883253),True,False,False,False,False,False,res,3,950300,1
63 KENNEY HARLESS DRIVE,Residential,['Manufactured Home'],,1120.773,9502024,POINT (5842363.865697347 3846918.1710090684),True,False,False,False,False,False,res,17,950202,4
63 MAYNARD FLATS,Residential,['Manufactured Home'],,2801.981,9501003,POINT (5880899.876021204 3834318.046351569),True,False,False,False,False,False,res,1,950100,3
63 PLEASANT VALLEY,Residential,['Unclassified'],,5538.023999999999,9502011,POINT (5857237.475767531 3836070.3870097953),True,False,False,False,False,False,res,19,950201,1
63 QUAIL HOLLOW,Commercial,['Retail Trade'],,1483.404,9502021,POINT (5846356.791911472 3856830.08069629),False,False,False,False,True,False,caf,14,950202,1
